season,tournament,tournament_key,surface,surface_speed,matches_used,ace_rate,service_win_rate
2000,Amsterdam,amsterdam,Clay,1.0867090522038758,31,0.05470292656738993,0.6333890212739522
2000,Atlanta,atlanta,Clay,0.9169630246896583,31,0.05158961724788816,0.5859469357483039
2000,Barcelona,barcelona,Clay,1.0518067487630784,55,0.054709667401099164,0.6206656298540086
2000,Bastad,bastad,Clay,0.8978217569192657,31,0.04926650033064604,0.5915895251013503
2000,Bogota,bogota,Clay,1.078711289451554,31,0.059133152231393565,0.6041282613137521
2000,Bucharest,bucharest,Clay,0.8800290263306647,31,0.0475483769662843,0.5940473662567471
2000,Casablanca,casablanca,Clay,0.7014651755235733,31,0.035225398336092374,0.5793438551714482
2000,Estoril,estoril,Clay,0.6625611321940463,31,0.031182688858409125,0.5812575391519149
2000,Gstaad,gstaad,Clay,1.0854616752938857,31,0.05871136385780348,0.609064598636208
2000,Hamburg Masters,hamburg,Clay,1.1959545903524014,63,0.06444675529592435,0.6125623777627397
2000,Kitzbuhel,kitzbuhel,Clay,1.0584950414809493,47,0.05841741026388075,0.6010414237588572
2000,Mallorca,mallorca,Clay,1.0811341643419243,31,0.05685318370796181,0.6185816805514947
2000,Mexico City,mexico city,Clay,0.9271877095545451,31,0.050551570984842545,0.5964388800844906
2000,Monte Carlo Masters,monte carlo,Clay,0.926356839084169,63,0.0524938754517189,0.5845202814927116
2000,Munich,munich,Clay,1.2521891780607335,31,0.06563343881132015,0.6233455699513887
2000,Orlando,orlando,Clay,1.1320827406329612,31,0.060094235432522056,0.6171657899499948
2000,Palermo,palermo,Clay,0.8932556184749956,31,0.04867830705558171,0.5931123782247475
2000,Roland Garros,french paris,Clay,0.9758940497889244,127,0.05439165660993,0.5934552915221321
2000,Rome Masters,rome,Clay,1.298774320628247,62,0.06903309572777451,0.6172857940639062
2000,San Marino,san marino,Clay,1.007080810578463,30,0.05631601178997333,0.5942138391403685
2000,Santiago,santiago,Clay,1.4080621165370444,31,0.07265108652505768,0.6271237966352833
2000,St. Poelten,st poelten,Clay,0.8342709562689704,31,0.04629729634008283,0.5807540543622951
2000,Stuttgart Outdoor,stuttgart outdoor,Clay,1.1452137898122727,31,0.061889722392954157,0.6109506856373214
2000,Umag,umag,Clay,0.7471325349788838,31,0.03916985143061132,0.5803516538318183
2000,World Team Cup,world team cup,Clay,1.087322524617307,26,0.05847953216374269,0.6111111111111112
2000,'s-Hertogenbosch,s hertogenbosch,Grass,0.8099689489902808,31,0.08160363503246737,0.6311046883317682
2000,Halle,halle,Grass,1.2618193005581493,31,0.1067000121833354,0.6614505444977293
2000,Newport,newport,Grass,0.9279067827855589,31,0.08737489381303662,0.6447236153488093
2000,Nottingham,nottingham,Grass,1.1195007745539243,31,0.09922781428361557,0.6548224479737506
2000,Queen's Club,queen s club,Grass,1.0663917395349267,55,0.10176362322856895,0.6396419195160755
2000,Wimbledon,wimbledon,Grass,0.9406425185899245,127,0.0884156978346086,0.6450534648278112
2000,Adelaide,adelaide,Hard,0.8673850211965719,31,0.06119212820033294,0.6227878708780967
2000,Auckland,auckland,Hard,0.8589308147162978,31,0.06653337553446372,0.6100892095187852
2000,Australian Open,australian,Hard,1.1200981621592407,127,0.08401723621221416,0.6361993146741187
2000,Brighton,brighton,Hard,1.003467917052169,29,0.08179174903539795,0.615552611657958
2000,Canada Masters,canada,Hard,1.1540125660279585,63,0.0871546997615448,0.6368333513577388
2000,Chennai,chennai,Hard,0.9610340892356103,31,0.07151621207563906,0.6258688760113743
2000,Cincinnati Masters,cincinnati,Hard,1.1674780793714725,63,0.09114088244287483,0.6316575943565035
2000,Copenhagen,copenhagen,Hard,0.9380500287888478,31,0.06799713075261753,0.6272617262101
2000,Delray Beach,delray beach,Hard,0.8897862996309541,31,0.05934265707540657,0.6322132146956198
2000,Doha,doha,Hard,0.7225043591951111,31,0.0497678771893473,0.6036144385428873
2000,Dubai,dubai,Hard,0.603696668876702,31,0.039188375818241465,0.5792767886543996
2000,Hong Kong,hong kong,Hard,1.0062635267554625,31,0.079565671254098,0.6205493521267605
2000,Indian Wells Masters,indian wells,Hard,1.0505060854900699,63,0.08002445631022918,0.6294368314446953
2000,Indianapolis,indianapolis,Hard,0.9741315235561082,54,0.0746503157966744,0.622803765630282
2000,London,london,Hard,1.1976805162906408,31,0.09085706598983256,0.6380233315900269
2000,Long Island,long island,Hard,0.9209574296951164,46,0.07263645195680302,0.6139841688191886
2000,Los Angeles,los angeles,Hard,1.0615936555888397,31,0.08453980592215535,0.6229731268720944
2000,Marseille,marseille,Hard,1.239687688427984,31,0.0972233046851271,0.6333840427588846
2000,Memphis,memphis,Hard,1.107164581951738,46,0.0863522344593786,0.628980196383116
2000,Miami Masters,miami,Hard,0.9434801564434236,94,0.07123839152690788,0.6222205096865171
2000,Rotterdam,rotterdam,Hard,1.322403435294954,31,0.1027367194128819,0.6372672027004472
2000,San Jose,san jose,Hard,0.8912652866922316,31,0.06566019659862468,0.620206219882349
2000,Scottsdale,scottsdale,Hard,0.7134790804318932,30,0.04918406256255533,0.601899769839623
2000,Shanghai,shanghai,Hard,0.7597639733263273,29,0.05278629281893498,0.6091345566115263
2000,St. Petersburg,st petersburg,Hard,1.0884012084339376,31,0.08963534045191351,0.6186563350946767
2000,Stockholm,stockholm,Hard,1.0171834663601256,29,0.07582487486113587,0.6303377368488319
2000,Stuttgart Masters,stuttgart,Hard,1.0214644322877346,46,0.08162709273412509,0.619918472828604
2000,Sydney,sydney,Hard,0.9625950182772598,31,0.06921395800033603,0.6307512926335629
2000,Tashkent,tashkent,Hard,1.1175777057596072,31,0.09927191501468972,0.6057820213382639
2000,Tokyo,tokyo,Hard,0.9173737316293021,55,0.07235097143032271,0.6136570081020648
2000,Toulouse,toulouse,Hard,1.4815219974344462,31,0.10325217499506502,0.6686185891783378
2000,US Open,us,Hard,1.1924998540343572,127,0.09155297113758969,0.63567309477533
2000,Vienna,vienna,Hard,0.8990497944773503,31,0.07147301440329107,0.6107889159160915
2000,Washington,washington,Hard,1.0631150377445029,55,0.08508761612946861,0.6222249457670809
2001,Acapulco,acapulco,Clay,1.55,31,0.08909173719818507,0.6461350470415045
2001,Amsterdam,amsterdam,Clay,1.1187379054134792,31,0.05602669832303852,0.619144877557538
2001,Atlanta,atlanta,Clay,1.057164386192868,31,0.054271762395557595,0.6082446774041511
2001,Barcelona,barcelona,Clay,0.9850997823438395,55,0.05024111163846308,0.6012677258883965
2001,Bastad,bastad,Clay,0.8084095545921834,31,0.03883459279545866,0.5821698218116192
2001,Bogota,bogota,Clay,1.237688461826666,31,0.06368896281026609,0.6223269462852536
2001,Bucharest,bucharest,Clay,0.8814895910432509,31,0.0463201761495879,0.5815799054899518
2001,Buenos Aires,buenos aires,Clay,1.0681019005052659,31,0.05583708139591055,0.6057494448323973
2001,Casablanca,casablanca,Clay,0.9704466913222608,31,0.049710352332750174,0.5986198958885071
2001,Estoril,estoril,Clay,0.7977586190313877,31,0.04014899577697124,0.5734171392989285
2001,Gstaad,gstaad,Clay,1.519679627996906,31,0.07866191195120273,0.6309161369846494
2001,Hamburg Masters,hamburg,Clay,0.8451496201374323,63,0.041411467512873175,0.5864197929912338
2001,Houston,houston,Clay,1.2648140570440636,31,0.06678165884836441,0.6178051944489594
2001,Kitzbuhel,kitzbuhel,Clay,0.9077920909665852,47,0.04845948081968964,0.5828301791025942
2001,Mallorca,mallorca,Clay,0.9101776325151065,31,0.04262394349693918,0.6045918418400953
2001,Monte Carlo Masters,monte carlo,Clay,0.8672199539478702,62,0.042434403871880494,0.5905794596218222
2001,Munich,munich,Clay,1.1942381051294055,31,0.061184991030360146,0.6204614784255729
2001,Palermo,palermo,Clay,1.0181932727452359,31,0.05392751371286697,0.5980662918711374
2001,Roland Garros,french paris,Clay,1.0747225271105343,127,0.05846375089718465,0.5981911633801578
2001,Rome Masters,rome,Clay,0.8831484297709488,63,0.04449552833495034,0.5887063062186347
2001,Sopot,sopot,Clay,0.7876994973266059,31,0.03750861824711026,0.5790461855738938
